SectionID,ProcessedHeading,ProcessedContent,What,Why,How,When,Who,References,Contribution,Other
219,collaborators,abstr_hyperlink aleksei koziatinskii abstr_hyperlink andras andras kinvey com abstr_hyperlink andreas madsen amwebdk gmail com abstr_hyperlink bryan english bryan bryanenglish com abstr_hyperlink benjamin gruenbaum benjamingr gmail com abstr_hyperlink bradley farias bradley meck gmail com abstr_hyperlink brendan ashworth brendan ashworth com abstr_hyperlink bartosz sosnowski bartosz janeasystems com abstr_hyperlink calvin metcalf calvin metcalf gmail com abstr_hyperlink claudio rodriguez cjrodr yahoo com abstr_hyperlink daniel bevenius daniel bevenius gmail com abstr_hyperlink domenic denicola domenic abstr_hyperlink robert jefe lindstaedt robert lindstaedt gmail com abstr_hyperlink alexander makarenko estliberitas gmail com abstr_hyperlink eugene ostroukhov eostroukhov google com abstr_hyperlink franziska hinkelmann franziska hinkelmann gmail com abstr_hyperlink daniel wang abstr_hyperlink wyatt preul wpreul gmail com abstr_hyperlink gibson fahnestock gibfahn gmail com abstr_hyperlink rebecca turner becca org abstr_hyperlink ilkka myller ilkka myller nodefield com abstr_hyperlink isaac schlueter izs abstr_hyperlink imran iqbal imran imraniqbal org abstr_hyperlink jackson tian abstr_hyperlink johan bergstrÃ£ bugs bergstroem abstr_hyperlink yuval brik yuval brik org abstr_hyperlink joÃ£ reis reis janeasystems com abstr_hyperlink josh gavant josh gavant outlook com abstr_hyperlink julian duque julianduquej gmail com abstr_hyperlink minwoo jung jmwsoft gmail com abstr_hyperlink lance ball lball redhat com abstr_hyperlink luigi pinca luigipinca gmail com abstr_hyperlink aleksey smolenchuk lxe lxe abstr_hyperlink matthew loring mattloring google com abstr_hyperlink matteo collina matteo collina gmail com abstr_hyperlink nicu micleuÃ¨ anu abstr_hyperlink mikeal rogers mikeal rogers gmail com abstr_hyperlink christopher monsanto chris monsan abstr_hyperlink teddy katz teddy katz gmail com abstr_hyperlink oleg elifantiev oleg elifantiev abstr_hyperlink alexis campailla orangemocha nodejs org abstr_hyperlink forrest norvell ogd aoaioxxysz net abstr_hyperlink petka antonov petka_antonov hotmail com abstr_hyperlink phillip johnsen johphi gmail com abstr_hyperlink bert belder bertbelder gmail com abstr_hyperlink minqi pan abstr_hyperlink prince john wesley princejohnwesley gmail com abstr_hyperlink stephen belanger admin stephenbelanger com abstr_hyperlink alex kocharin alex kocharin abstr_hyperlink ryan graham graham gmail com abstr_hyperlink robert kowalski rok kowalski abstr_hyperlink roman klauke romaaan git gmail com abstr_hyperlink ron korving ron ronkorving abstr_hyperlink ingvar stepanyan rreverser com abstr_hyperlink saÃ£Âºl ibarra corretgÃ£ saghul gmail com abstr_hyperlink sam roberts vieuxtech gmail com abstr_hyperlink santiago gimeno santiago gimeno gmail com abstr_hyperlink nikolai vavilov vvnicholas gmail com abstr_hyperlink roman reiss silverwind abstr_hyperlink steven loomis srloomis ibm com abstr_hyperlink stefan budeanu stefan budeanu com abstr_hyperlink michaÃ£ zasso targos protonmail com abstr_hyperlink christian tellnes christian tellnes abstr_hyperlink glen keane abstr_hyperlink thorsten lorenz thlorenz gmx abstr_hyperlink mike tunnicliffe tunnicliffe gmail com abstr_hyperlink vladimir kurchatkin vladimir kurchatkin gmail com abstr_hyperlink jeremy whitlock jwhitlock apache org abstr_hyperlink yorkie liu yorkiefixer gmail com abstr_hyperlink yosuke furukawa yosuke furukawa gmail com abstr_hyperlink kat marchÃ£ kzm sykosomatic org collaborators includes ctc members follow collaborator_guide maintaining node project,0,0,0,0,1,0,0,0
220,release team,releases node signed one following gpg keys chris dickinson christopher dickinson gmail com abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number colin ihrig cjihrig gmail com abstr_number abstr_number abstr_number abstr_number bafa abstr_number abstr_number bdbe abstr_number abstr_number abstr_number evan lucas evanlucas com abstr_number abstr_number ffd abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number james snell jasnell keybase abstr_number dcfd abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number ede abstr_number abstr_number jeremiah senkpiel fishrock keybase abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number myles borins myles borins gmail com abstr_number abstr_number dfff abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number rod vagg rod vagg org abstr_number abstr_number bae abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number sam roberts octetcloud keybase abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number adf abstr_number abstr_number abstr_number abstr_number abstr_number full set trusted release keys imported running abstr_code_section see section verifying binaries details keys verify downloaded file official previous releases node signed one following gpg keys isaac schlueter izs abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number julien gilli jgilli fastmail abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number timothy fontaine tjfontaine gmail com abstr_number dfd abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number abstr_number,0,0,0,0,1,0,0,0
221,abstr_hyperlink abstr_hyperlink,abstr_hyperlink bootstrap sleek,1,0,0,0,0,0,0,0
222,quick start,three quick start options available abstr_hyperlink clone repo git clone git github com twitter bootstrap git install twitter abstr_hyperlink bower install bootstrap,0,0,1,0,0,0,0,0
223,versioning,transparency insight release cycle,0,0,0,1,0,1,0,0
224,bug tracker,bug feature request abstr_hyperlink opening issue,0,0,0,0,0,0,1,0
225,community,keep track development community news follow abstr_hyperlink read subscribe abstr_hyperlink question feature request bug report abstr_hyperlink chat fellow bootstrappers irc irc freenode net server,0,0,0,0,1,0,0,0
226,compiling css javascript,bootstrap includes makefile convenient methods working framework getting started,0,0,1,0,0,0,0,0
227,build make,runs recess compiler rebuild less files compiles docs requires recess uglify,0,0,1,0,0,0,0,0
228,test make test,runs jshint qunit tests headlessly abstr_hyperlink used depends phantomjs installed,0,0,1,0,0,0,0,0
229,watch make watch,convenience method watching less files automatically building whenever save requires watchr gem encounter problems installing dependencies running makefile commands,0,0,1,0,0,0,0,0
230,contributing,please submit pull requests wip branches pull request contains javascript patches features,0,0,0,0,0,0,1,0
231,authors,mark otto abstr_hyperlink abstr_hyperlink jacob thornton abstr_hyperlink abstr_hyperlink,0,0,0,0,1,0,0,0
232,copyright license,copyright abstr_number twitter,0,0,0,0,1,0,0,0
233,animate css abstr_hyperlink abstr_hyperlink abstr_hyperlink abstr_hyperlink,add water css animation_ animate css bunch cool,1,0,0,0,0,0,0,0
234,installation,install via bower,0,0,1,0,0,0,0,0
235,basic usage,abstr_number include stylesheet document head abstr_code_section use version hosted abstr_hyperlink abstr_code_section abstr_number add class animated element want animate may also want include class infinite infinite loop abstr_number finally need add one following classes bounce flash pulse rubberband shake headshake swing tada wobble jello bouncein bounceindown bounceinleft bounceinright bounceinup bounceout bounceoutdown bounceoutleft bounceoutright bounceoutup fadein fadeindown fadeindownbig fadeinleft fadeinleftbig fadeinright fadeinrightbig fadeinup fadeinupbig fadeout fadeoutdown fadeoutdownbig fadeoutleft fadeoutleftbig fadeoutright fadeoutrightbig fadeoutup fadeoutupbig flipinx flipiny flipoutx flipouty lightspeedin lightspeedout rotatein rotateindownleft rotateindownright rotateinupleft rotateinupright rotateout rotateoutdownleft rotateoutdownright rotateoutupleft rotateoutupright hinge jackinthebox rollin rollout zoomin zoomindown zoominleft zoominright zoominup zoomout zoomoutdown zoomoutleft zoomoutright zoomoutup slideindown slideinleft slideinright slideinup slideoutdown slideoutleft slideoutright slideoutup full example abstr_code_section abstr_hyperlink,0,0,1,0,0,0,0,0
236,usage,use animate css website,0,0,1,0,0,0,0,0
237,yourelement,,0,0,0,0,0,0,0,1
238,custom builds,animate css powered abstr_hyperlink,0,0,1,0,0,0,0,0
239,license,animate css licensed mit license http opensource org licenses mit,0,0,0,0,1,0,0,0
240,contributing,pull requests way apologise advance slow action pull requests issues two rules submitting pull request match naming convention camelcase,0,0,0,0,0,0,1,0
241,bootstrap,abstr_hyperlink abstr_hyperlink web framework generates skeleton web project kick ass feel free use rip parts,1,0,0,0,0,0,0,0
242,prerequisites,abstr_number postgresql abstr_number programming language,0,0,1,0,0,0,0,0
243,installation,abstr_number get github com bootstrap bootstrap abstr_number gopath bin bootstrap dir github com git user project abstr_number start using gopath src github com git user project run main,0,0,1,0,0,0,0,0
244,postgresql environment variables,pguser,0,0,1,0,0,0,0,0
245,decisions made,generator makes lot decisions list things uses project abstr_number postgresql chosen database abstr_number bcrypt chosen password hasher abstr_number bootstrap flatly chosen theme abstr_number session stored inside encrypted cookie abstr_number static directory located static abstr_number model directory located dal database access layer abstr_number use orm installs one abstr_number test database automatically created go_bootstrap_project_name test abstr_number minimal dockerfile provided abstr_number minimal vagrantfile provided abstr_number abstr_hyperlink chosen manage dependencies abstr_number abstr_hyperlink chosen connect database abstr_number abstr_hyperlink chosen lot http plumbings abstr_number abstr_hyperlink chosen middleware library abstr_number abstr_hyperlink chosen enable graceful shutdown abstr_number abstr_hyperlink chosen database migration management tool abstr_number abstr_hyperlink chosen logging library,1,0,0,0,0,0,0,0
246,story map journal,story map journal ideal want combine narrative text maps embedded content map journal contains entries,1,0,0,0,0,0,0,0
247,help content,introduction instructions feedback support faq configuration customize look feel developer guide issues contributing licensing,0,0,0,0,0,1,0,0
248,introduction,map journal application created abstr_hyperlink,1,0,0,0,0,0,0,0
249,instructions,first create map journal arcgis online using abstr_hyperlink story ready,0,0,1,0,0,0,0,0
250,feedback support,would love hear abstr_hyperlink abstr_hyperlink abstr_hyperlink abstr_hyperlink abstr_hyperlink contact,0,0,0,0,0,1,0,0
251,faq,,0,0,0,0,0,1,0,0
252,check publishing journal,recommend perform following checks sharing journal audience check journal content shared audience webmaps,0,0,1,0,0,0,0,0
253,supported browsers,map journal supported internet explorer abstr_number,0,0,0,0,0,1,0,0
254,tips content,,0,0,0,0,0,1,0,0
255,link sections,one abstr_hyperlink abstr_hyperlink add ability navigate journal sections using links panel map features popup implement capability builder using html markup add links section content,0,0,0,0,0,1,0,0
256,security,,0,0,0,0,0,1,0,0
257,keep journal private,yes,0,0,0,0,0,1,0,0
258,edit journal,journal edited owner named account initially created journal organization administrator apply public account take give journal ownership another user case anymore able edit journal changing ownership way collaborate journal creation without sharing owner credentials,0,0,0,0,0,1,0,0
259,use private web map layer,yes journal hosted arcgis online portal arcgis,0,0,0,0,0,1,0,0
260,deployment,deploying map journal require use arcgis online portal arcgis journal content created using map journal builder live web application item,0,0,0,0,0,1,0,0
261,use template without arcgis online portal arcgis,supported use case time please let know interested scenario map journal rely heavily portal arcgis api doable modify application support scenarios,0,0,0,0,0,1,0,0
262,data stored,journal data stored web application item arcgis online portal arcgis include narrative content,0,0,0,0,0,1,0,0
263,deploy map journal portal arcgis,yes,0,0,0,0,0,1,0,0
264,template used offline,yes,0,0,0,0,0,1,0,0
265,use builder downloadable,yes,0,0,0,0,0,1,0,0
266,deploy application web server,familiar web servers three solutions use free hosting service like abstr_hyperlink,0,0,0,0,0,1,0,0
267,use single deployment map journal multiple stories,yes customized application deployed server,0,0,0,0,0,1,0,0
268,configuration,addition configuration offered builder,0,0,1,0,0,0,0,0
269,customize look feel,,0,0,1,0,0,0,0,0
270,custom color theme,map journal yet offer ability create custom theme builder,0,0,1,0,0,0,0,0
271,customization,look feel customization done using abstr_hyperlink including css html overrides directly index html application javascript css minified,0,0,1,0,0,0,0,0
272,use image background side floating panel header,abstr_code_section,0,0,1,0,0,0,0,0
273,developer guide,developer guide intended developers wants modify behavior add new functionalities map journal application requires knowledge html,0,0,0,0,0,1,0,0
274,application life cycle,map journal fires events allow customization lose integration mean need understand application internals implement simple extension try events,0,0,1,0,0,0,0,0
